Periodo;Año;Municipio;Tipo;Valor;;;;;;;;;
1/1/2016;2016;Bahía Blanca;Total de víctimas de homicidios dolosos;10;;;;;;;;;
1/1/2016;2016;Bahía Blanca;Total de víctimas de lesiones dolosas;335;;;;;;;;;
1/1/2016;2016;Bahía Blanca;Total de víctimas de otros delitos contra la integridad sexual;11;;;;;;;;;
1/1/2016;2016;Bahía Blanca;Total de víctimas de violaciones;22;;;;;;;;;
1/1/2017;2017;Bahía Blanca;Total de víctimas de homicidios dolosos;11;;;;;;;;;
1/1/2017;2017;Bahía Blanca;Total de víctimas de lesiones dolosas;403;;;;;;;;;
1/1/2017;2017;Bahía Blanca;Total de víctimas de otros delitos contra la integridad sexual;13;;;;;;;;;
1/1/2017;2017;Bahía Blanca;Total de víctimas de violaciones;60;;;;;;;;;
1/1/2018;2018;Bahía Blanca;Total de víctimas de homicidios dolosos;8;;;;;;;;;
1/1/2018;2018;Bahía Blanca;Total de víctimas de lesiones dolosas;440;;;;;;;;;
1/1/2018;2018;Bahía Blanca;Total de víctimas de otros delitos contra la integridad sexual;16;;;;;;;;;
1/1/2018;2018;Bahía Blanca;Total de víctimas de violaciones;68;;;;;;;;;
1/1/2019;2019;Bahía Blanca;Total de víctimas de homicidios dolosos;16;;;;;;;;;
1/1/2019;2019;Bahía Blanca;Total de víctimas de lesiones dolosas;655;;;;;;;;;
1/1/2019;2019;Bahía Blanca;Total de víctimas de otros delitos contra la integridad sexual;12;;;;;;;;;
1/1/2019;2019;Bahía Blanca;Total de víctimas de violaciones;75;;;;;;;;;
1/1/2020;2020;Bahía Blanca;Total de víctimas de homicidios dolosos;8;;;;;;;;;
1/1/2020;2020;Bahía Blanca;Total de víctimas de lesiones dolosas;1195;;;;;;;;;
1/1/2020;2020;Bahía Blanca;Total de víctimas de otros delitos contra la integridad sexual;221;;;;;;;;;
1/1/2020;2020;Bahía Blanca;Total de víctimas de violaciones;87;;;;;;;;;
1/1/2021;2021;Bahía Blanca;Total de víctimas de homicidios dolosos;7;;;;;;;;;
1/1/2021;2021;Bahía Blanca;Total de víctimas de lesiones dolosas;2072;;;;;;;;;
1/1/2021;2021;Bahía Blanca;Total de víctimas de otros delitos contra la integridad sexual;424;;;;;;;;;
1/1/2021;2021;Bahía Blanca;Total de víctimas de violaciones;142;;;;;;;;;
1/1/2014;2014;Balcarce;Total de víctimas de homicidios dolosos;5;;;;;;;;;
1/1/2014;2014;Balcarce;Total de víctimas de lesiones dolosas;49;;;;;;;;;
1/1/2014;2014;Balcarce;Total de víctimas de otros delitos contra la integridad sexual;-;;;;;;;;;
1/1/2014;2014;Balcarce;Total de víctimas de violaciones;-;;;;;;;;;
1/1/2015;2015;Balcarce;Total de víctimas de homicidios dolosos;2;;;;;;;;;
1/1/2015;2015;Balcarce;Total de víctimas de lesiones dolosas;90;;;;;;;;;
1/1/2015;2015;Balcarce;Total de víctimas de otros delitos contra la integridad sexual;1;;;;;;;;;
1/1/2015;2015;Balcarce;Total de víctimas de violaciones;-;;;;;;;;;
1/1/2016;2016;Balcarce;Total de víctimas de homicidios dolosos;1;;;;;;;;;
1/1/2016;2016;Balcarce;Total de víctimas de lesiones dolosas;33;;;;;;;;;
1/1/2016;2016;Balcarce;Total de víctimas de otros delitos contra la integridad sexual;1;;;;;;;;;
1/1/2016;2016;Balcarce;Total de víctimas de violaciones;1;;;;;;;;;
1/1/2017;2017;Balcarce;Total de víctimas de homicidios dolosos;3;;;;;;;;;
1/1/2017;2017;Balcarce;Total de víctimas de lesiones dolosas;28;;;;;;;;;
1/1/2017;2017;Balcarce;Total de víctimas de otros delitos contra la integridad sexual;1;;;;;;;;;
1/1/2017;2017;Balcarce;Total de víctimas de violaciones;5;;;;;;;;;
1/1/2018;2018;Balcarce;Total de víctimas de homicidios dolosos;3;;;;;;;;;
1/1/2018;2018;Balcarce;Total de víctimas de lesiones dolosas;35;;;;;;;;;
1/1/2018;2018;Balcarce;Total de víctimas de otros delitos contra la integridad sexual;2;;;;;;;;;
1/1/2018;2018;Balcarce;Total de víctimas de violaciones;4;;;;;;;;;
1/1/2019;2019;Balcarce;Total de víctimas de homicidios dolosos;-;;;;;;;;;
1/1/2019;2019;Balcarce;Total de víctimas de lesiones dolosas;46;;;;;;;;;
1/1/2019;2019;Balcarce;Total de víctimas de otros delitos contra la integridad sexual;0;;;;;;;;;
1/1/2019;2019;Balcarce;Total de víctimas de violaciones;10;;;;;;;;;
1/1/2020;2020;Balcarce;Total de víctimas de homicidios dolosos;3;;;;;;;;;
1/1/2020;2020;Balcarce;Total de víctimas de lesiones dolosas;69;;;;;;;;;
1/1/2020;2020;Balcarce;Total de víctimas de otros delitos contra la integridad sexual;14;;;;;;;;;
1/1/2020;2020;Balcarce;Total de víctimas de violaciones;8;;;;;;;;;
1/1/2021;2021;Balcarce;Total de víctimas de homicidios dolosos;-;;;;;;;;;
1/1/2021;2021;Balcarce;Total de víctimas de lesiones dolosas;115;;;;;;;;;
1/1/2021;2021;Balcarce;Total de víctimas de otros delitos contra la integridad sexual;28;;;;;;;;;
1/1/2021;2021;Balcarce;Total de víctimas de violaciones;4;;;;;;;;;
1/1/2014;2014;Baradero;Total de víctimas de homicidios dolosos;1;;;;;;;;;
1/1/2014;2014;Baradero;Total de víctimas de lesiones dolosas;34;;;;;;;;;
1/1/2014;2014;Baradero;Total de víctimas de otros delitos contra la integridad sexual;4;;;;;;;;;
1/1/2014;2014;Baradero;Total de víctimas de violaciones;1;;;;;;;;;
1/1/2015;2015;Baradero;Total de víctimas de homicidios dolosos;-;;;;;;;;;
1/1/2015;2015;Baradero;Total de víctimas de lesiones dolosas;16;;;;;;;;;
1/1/2015;2015;Baradero;Total de víctimas de otros delitos contra la integridad sexual;-;;;;;;;;;
1/1/2015;2015;Baradero;Total de víctimas de violaciones;-;;;;;;;;;
1/1/2016;2016;Baradero;Total de víctimas de homicidios dolosos;2;;;;;;;;;
1/1/2016;2016;Baradero;Total de víctimas de lesiones dolosas;48;;;;;;;;;
1/1/2016;2016;Baradero;Total de víctimas de otros delitos contra la integridad sexual;1;;;;;;;;;
1/1/2016;2016;Baradero;Total de víctimas de violaciones;4;;;;;;;;;
1/1/2017;2017;Baradero;Total de víctimas de homicidios dolosos;1;;;;;;;;;
1/1/2017;2017;Baradero;Total de víctimas de lesiones dolosas;40;;;;;;;;;
1/1/2017;2017;Baradero;Total de víctimas de otros delitos contra la integridad sexual;-;;;;;;;;;
1/1/2017;2017;Baradero;Total de víctimas de violaciones;7;;;;;;;;;
1/1/2018;2018;Baradero;Total de víctimas de homicidios dolosos;1;;;;;;;;;
1/1/2018;2018;Baradero;Total de víctimas de lesiones dolosas;32;;;;;;;;;
1/1/2018;2018;Baradero;Total de víctimas de otros delitos contra la integridad sexual;-;;;;;;;;;
1/1/2018;2018;Baradero;Total de víctimas de violaciones;8;;;;;;;;;
1/1/2019;2019;Baradero;Total de víctimas de homicidios dolosos;3;;;;;;;;;
1/1/2019;2019;Baradero;Total de víctimas de lesiones dolosas;27;;;;;;;;;
1/1/2019;2019;Baradero;Total de víctimas de otros delitos contra la integridad sexual;1;;;;;;;;;
1/1/2019;2019;Baradero;Total de víctimas de violaciones;3;;;;;;;;;
1/1/2020;2020;Baradero;Total de víctimas de homicidios dolosos;4;;;;;;;;;
1/1/2020;2020;Baradero;Total de víctimas de lesiones dolosas;69;;;;;;;;;
1/1/2020;2020;Baradero;Total de víctimas de otros delitos contra la integridad sexual;14;;;;;;;;;
1/1/2020;2020;Baradero;Total de víctimas de violaciones;6;;;;;;;;;
1/1/2021;2021;Baradero;Total de víctimas de homicidios dolosos;1;;;;;;;;;
1/1/2021;2021;Baradero;Total de víctimas de lesiones dolosas;67;;;;;;;;;
1/1/2021;2021;Baradero;Total de víctimas de otros delitos contra la integridad sexual;24;;;;;;;;;
1/1/2021;2021;Baradero;Total de víctimas de violaciones;15;;;;;;;;;
1/1/2014;2014;Benito Juárez;Total de víctimas de homicidios dolosos;-;;;;;;;;;
1/1/2014;2014;Benito Juárez;Total de víctimas de lesiones dolosas;104;;;;;;;;;
1/1/2014;2014;Benito Juárez;Total de víctimas de otros delitos contra la integridad sexual;22;;;;;;;;;
1/1/2014;2014;Benito Juárez;Total de víctimas de violaciones;-;;;;;;;;;
1/1/2015;2015;Benito Juárez;Total de víctimas de homicidios dolosos;3;;;;;;;;;
1/1/2015;2015;Benito Juárez;Total de víctimas de lesiones dolosas;73;;;;;;;;;
1/1/2015;2015;Benito Juárez;Total de víctimas de otros delitos contra la integridad sexual;8;;;;;;;;;
1/1/2015;2015;Benito Juárez;Total de víctimas de violaciones;-;;;;;;;;;
1/1/2016;2016;Benito Juárez;Total de víctimas de homicidios dolosos;1;;;;;;;;;
1/1/2016;2016;Benito Juárez;Total de víctimas de lesiones dolosas;27;;;;;;;;;
1/1/2016;2016;Benito Juárez;Total de víctimas de otros delitos contra la integridad sexual;5;;;;;;;;;
1/1/2016;2016;Benito Juárez;Total de víctimas de violaciones;2;;;;;;;;;
1/1/2017;2017;Benito Juárez;Total de víctimas de homicidios dolosos;2;;;;;;;;;
1/1/2017;2017;Benito Juárez;Total de víctimas de lesiones dolosas;25;;;;;;;;;
1/1/2017;2017;Benito Juárez;Total de víctimas de otros delitos contra la integridad sexual;-;;;;;;;;;
1/1/2017;2017;Benito Juárez;Total de víctimas de violaciones;4;;;;;;;;;
1/1/2018;2018;Benito Juárez;Total de víctimas de homicidios dolosos;-;;;;;;;;;
1/1/2018;2018;Benito Juárez;Total de víctimas de lesiones dolosas;23;;;;;;;;;
1/1/2018;2018;Benito Juárez;Total de víctimas de otros delitos contra la integridad sexual;4;;;;;;;;;
1/1/2018;2018;Benito Juárez;Total de víctimas de violaciones;2;;;;;;;;;
1/1/2019;2019;Benito Juárez;Total de víctimas de homicidios dolosos;-;;;;;;;;;
1/1/2019;2019;Benito Juárez;Total de víctimas de lesiones dolosas;39;;;;;;;;;
1/1/2019;2019;Benito Juárez;Total de víctimas de otros delitos contra la integridad sexual;-;;;;;;;;;
1/1/2019;2019;Benito Juárez;Total de víctimas de violaciones;2;;;;;;;;;
1/1/2020;2020;Benito Juárez;Total de víctimas de homicidios dolosos;1;;;;;;;;;
1/1/2020;2020;Benito Juárez;Total de víctimas de lesiones dolosas;23;;;;;;;;;
1/1/2020;2020;Benito Juárez;Total de víctimas de otros delitos contra la integridad sexual;17;;;;;;;;;
1/1/2020;2020;Benito Juárez;Total de víctimas de violaciones;2;;;;;;;;;
1/1/2021;2021;Benito Juárez;Total de víctimas de homicidios dolosos;-;;;;;;;;;
1/1/2021;2021;Benito Juárez;Total de víctimas de lesiones dolosas;37;;;;;;;;;
1/1/2021;2021;Benito Juárez;Total de víctimas de otros delitos contra la integridad sexual;38;;;;;;;;;
1/1/2021;2021;Benito Juárez;Total de víctimas de violaciones;13;;;;;;;;;
1/1/2014;2014;Berazategui;Total de víctimas de homicidios dolosos;22;;;;;;;;;
1/1/2014;2014;Berazategui;Total de víctimas de lesiones dolosas;1675;;;;;;;;;
1/1/2014;2014;Berazategui;Total de víctimas de otros delitos contra la integridad sexual;72;;;;;;;;;
1/1/2014;2014;Berazategui;Total de víctimas de violaciones;21;;;;;;;;;
1/1/2015;2015;Berazategui;Total de víctimas de homicidios dolosos;23;;;;;;;;;
1/1/2015;2015;Berazategui;Total de víctimas de lesiones dolosas;1860;;;;;;;;;
1/1/2015;2015;Berazategui;Total de víctimas de otros delitos contra la integridad sexual;54;;;;;;;;;
1/1/2015;2015;Berazategui;Total de víctimas de violaciones;16;;;;;;;;;
1/1/2016;2016;Berazategui;Total de víctimas de homicidios dolosos;14;;;;;;;;;
1/1/2016;2016;Berazategui;Total de víctimas de lesiones dolosas;991;;;;;;;;;
1/1/2016;2016;Berazategui;Total de víctimas de otros delitos contra la integridad sexual;57;;;;;;;;;
1/1/2016;2016;Berazategui;Total de víctimas de violaciones;15;;;;;;;;;
1/1/2017;2017;Berazategui;Total de víctimas de homicidios dolosos;19;;;;;;;;;
1/1/2017;2017;Berazategui;Total de víctimas de lesiones dolosas;1007;;;;;;;;;
1/1/2017;2017;Berazategui;Total de víctimas de otros delitos contra la integridad sexual;48;;;;;;;;;
1/1/2017;2017;Berazategui;Total de víctimas de violaciones;9;;;;;;;;;
1/1/2018;2018;Berazategui;Total de víctimas de homicidios dolosos;13;;;;;;;;;
1/1/2018;2018;Berazategui;Total de víctimas de lesiones dolosas;770;;;;;;;;;
1/1/2018;2018;Berazategui;Total de víctimas de otros delitos contra la integridad sexual;84;;;;;;;;;
1/1/2018;2018;Berazategui;Total de víctimas de violaciones;20;;;;;;;;;
1/1/2019;2019;Berazategui;Total de víctimas de homicidios dolosos;18;;;;;;;;;
1/1/2019;2019;Berazategui;Total de víctimas de lesiones dolosas;374;;;;;;;;;
1/1/2019;2019;Berazategui;Total de víctimas de otros delitos contra la integridad sexual;78;;;;;;;;;
1/1/2019;2019;Berazategui;Total de víctimas de violaciones;28;;;;;;;;;
1/1/2020;2020;Berazategui;Total de víctimas de homicidios dolosos;18;;;;;;;;;
1/1/2020;2020;Berazategui;Total de víctimas de lesiones dolosas;912;;;;;;;;;
1/1/2020;2020;Berazategui;Total de víctimas de otros delitos contra la integridad sexual;198;;;;;;;;;
1/1/2020;2020;Berazategui;Total de víctimas de violaciones;19;;;;;;;;;
1/1/2021;2021;Berazategui;Total de víctimas de homicidios dolosos;21;;;;;;;;;
1/1/2021;2021;Berazategui;Total de víctimas de lesiones dolosas;1979;;;;;;;;;
1/1/2021;2021;Berazategui;Total de víctimas de otros delitos contra la integridad sexual;460;;;;;;;;;
1/1/2021;2021;Berazategui;Total de víctimas de violaciones;35;;;;;;;;;
1/1/2014;2014;Berisso;Total de víctimas de homicidios dolosos;7;;;;;;;;;
1/1/2014;2014;Berisso;Total de víctimas de lesiones dolosas;419;;;;;;;;;
1/1/2014;2014;Berisso;Total de víctimas de otros delitos contra la integridad sexual;11;;;;;;;;;
1/1/2014;2014;Berisso;Total de víctimas de violaciones;-;;;;;;;;;
1/1/2015;2015;Berisso;Total de víctimas de homicidios dolosos;3;;;;;;;;;
1/1/2015;2015;Berisso;Total de víctimas de lesiones dolosas;233;;;;;;;;;
1/1/2015;2015;Berisso;Total de víctimas de otros delitos contra la integridad sexual;4;;;;;;;;;
1/1/2015;2015;Berisso;Total de víctimas de violaciones;1;;;;;;;;;
1/1/2016;2016;Berisso;Total de víctimas de homicidios dolosos;5;;;;;;;;;
1/1/2016;2016;Berisso;Total de víctimas de lesiones dolosas;230;;;;;;;;;
1/1/2016;2016;Berisso;Total de víctimas de otros delitos contra la integridad sexual;1;;;;;;;;;
1/1/2016;2016;Berisso;Total de víctimas de violaciones;4;;;;;;;;;
1/1/2017;2017;Berisso;Total de víctimas de homicidios dolosos;2;;;;;;;;;
1/1/2017;2017;Berisso;Total de víctimas de lesiones dolosas;293;;;;;;;;;
1/1/2017;2017;Berisso;Total de víctimas de otros delitos contra la integridad sexual;3;;;;;;;;;
1/1/2017;2017;Berisso;Total de víctimas de violaciones;4;;;;;;;;;
1/1/2018;2018;Berisso;Total de víctimas de homicidios dolosos;5;;;;;;;;;
1/1/2018;2018;Berisso;Total de víctimas de lesiones dolosas;325;;;;;;;;;
1/1/2018;2018;Berisso;Total de víctimas de otros delitos contra la integridad sexual;4;;;;;;;;;
1/1/2018;2018;Berisso;Total de víctimas de violaciones;2;;;;;;;;;
1/1/2019;2019;Berisso;Total de víctimas de homicidios dolosos;3;;;;;;;;;
1/1/2019;2019;Berisso;Total de víctimas de lesiones dolosas;359;;;;;;;;;
1/1/2019;2019;Berisso;Total de víctimas de otros delitos contra la integridad sexual;12;;;;;;;;;
1/1/2019;2019;Berisso;Total de víctimas de violaciones;3;;;;;;;;;
1/1/2020;2020;Berisso;Total de víctimas de homicidios dolosos;5;;;;;;;;;
1/1/2020;2020;Berisso;Total de víctimas de lesiones dolosas;390;;;;;;;;;
1/1/2020;2020;Berisso;Total de víctimas de otros delitos contra la integridad sexual;13;;;;;;;;;
1/1/2020;2020;Berisso;Total de víctimas de violaciones;1;;;;;;;;;
1/1/2021;2021;Berisso;Total de víctimas de homicidios dolosos;1;;;;;;;;;
1/1/2021;2021;Berisso;Total de víctimas de lesiones dolosas;706;;;;;;;;;
1/1/2021;2021;Berisso;Total de víctimas de otros delitos contra la integridad sexual;31;;;;;;;;;
1/1/2021;2021;Berisso;Total de víctimas de violaciones;2;;;;;;;;;
1/1/2014;2014;Bolívar;Total de víctimas de homicidios dolosos;3;;;;;;;;;
1/1/2014;2014;Bolívar;Total de víctimas de lesiones dolosas;-;;;;;;;;;
1/1/2014;2014;Bolívar;Total de víctimas de otros delitos contra la integridad sexual;8;;;;;;;;;
1/1/2014;2014;Bolívar;Total de víctimas de violaciones;-;;;;;;;;;
1/1/2015;2015;Bolívar;Total de víctimas de homicidios dolosos;-;;;;;;;;;
1/1/2015;2015;Bolívar;Total de víctimas de lesiones dolosas;11;;;;;;;;;
1/1/2015;2015;Bolívar;Total de víctimas de otros delitos contra la integridad sexual;14;;;;;;;;;
1/1/2015;2015;Bolívar;Total de víctimas de violaciones;-;;;;;;;;;
1/1/2016;2016;Bolívar;Total de víctimas de homicidios dolosos;2;;;;;;;;;
1/1/2016;2016;Bolívar;Total de víctimas de lesiones dolosas;14;;;;;;;;;
1/1/2016;2016;Bolívar;Total de víctimas de otros delitos contra la integridad sexual;1;;;;;;;;;
1/1/2016;2016;Bolívar;Total de víctimas de violaciones;1;;;;;;;;;
1/1/2017;2017;Bolívar;Total de víctimas de homicidios dolosos;1;;;;;;;;;
1/1/2017;2017;Bolívar;Total de víctimas de lesiones dolosas;6;;;;;;;;;
1/1/2017;2017;Bolívar;Total de víctimas de otros delitos contra la integridad sexual;2;;;;;;;;;
1/1/2017;2017;Bolívar;Total de víctimas de violaciones;3;;;;;;;;;
1/1/2018;2018;Bolívar;Total de víctimas de homicidios dolosos;2;;;;;;;;;
1/1/2018;2018;Bolívar;Total de víctimas de lesiones dolosas;16;;;;;;;;;
1/1/2018;2018;Bolívar;Total de víctimas de otros delitos contra la integridad sexual;4;;;;;;;;;
1/1/2018;2018;Bolívar;Total de víctimas de violaciones;3;;;;;;;;;
1/1/2019;2019;Bolívar;Total de víctimas de homicidios dolosos;-;;;;;;;;;
1/1/2019;2019;Bolívar;Total de víctimas de lesiones dolosas;37;;;;;;;;;
1/1/2019;2019;Bolívar;Total de víctimas de otros delitos contra la integridad sexual;2;;;;;;;;;
1/1/2019;2019;Bolívar;Total de víctimas de violaciones;3;;;;;;;;;
1/1/2020;2020;Bolívar;Total de víctimas de homicidios dolosos;-;;;;;;;;;
1/1/2020;2020;Bolívar;Total de víctimas de lesiones dolosas;51;;;;;;;;;
1/1/2020;2020;Bolívar;Total de víctimas de otros delitos contra la integridad sexual;14;;;;;;;;;
1/1/2020;2020;Bolívar;Total de víctimas de violaciones;7;;;;;;;;;
1/1/2021;2021;Bolívar;Total de víctimas de homicidios dolosos;1;;;;;;;;;
1/1/2021;2021;Bolívar;Total de víctimas de lesiones dolosas;37;;;;;;;;;
1/1/2021;2021;Bolívar;Total de víctimas de otros delitos contra la integridad sexual;36;;;;;;;;;
1/1/2021;2021;Bolívar;Total de víctimas de violaciones;8;;;;;;;;;
1/1/2014;2014;Bragado;Total de víctimas de homicidios dolosos;-;;;;;;;;;
1/1/2014;2014;Bragado;Total de víctimas de lesiones dolosas;218;;;;;;;;;
1/1/2014;2014;Bragado;Total de víctimas de otros delitos contra la integridad sexual;18;;;;;;;;;
1/1/2014;2014;Bragado;Total de víctimas de violaciones;-;;;;;;;;;
1/1/2015;2015;Bragado;Total de víctimas de homicidios dolosos;1;;;;;;;;;
1/1/2015;2015;Bragado;Total de víctimas de lesiones dolosas;163;;;;;;;;;
1/1/2015;2015;Bragado;Total de víctimas de otros delitos contra la integridad sexual;26;;;;;;;;;
1/1/2015;2015;Bragado;Total de víctimas de violaciones;-;;;;;;;;;
1/1/2016;2016;Bragado;Total de víctimas de homicidios dolosos;-;;;;;;;;;
1/1/2016;2016;Bragado;Total de víctimas de lesiones dolosas;114;;;;;;;;;
1/1/2016;2016;Bragado;Total de víctimas de otros delitos contra la integridad sexual;1;;;;;;;;;
1/1/2016;2016;Bragado;Total de víctimas de violaciones;1;;;;;;;;;
1/1/2017;2017;Bragado;Total de víctimas de homicidios dolosos;-;;;;;;;;;
1/1/2017;2017;Bragado;Total de víctimas de lesiones dolosas;153;;;;;;;;;
1/1/2017;2017;Bragado;Total de víctimas de otros delitos contra la integridad sexual;2;;;;;;;;;
1/1/2017;2017;Bragado;Total de víctimas de violaciones;6;;;;;;;;;
1/1/2018;2018;Bragado;Total de víctimas de homicidios dolosos;1;;;;;;;;;
1/1/2018;2018;Bragado;Total de víctimas de lesiones dolosas;145;;;;;;;;;
1/1/2018;2018;Bragado;Total de víctimas de otros delitos contra la integridad sexual;-;;;;;;;;;
1/1/2018;2018;Bragado;Total de víctimas de violaciones;3;;;;;;;;;
1/1/2019;2019;Bragado;Total de víctimas de homicidios dolosos;1;;;;;;;;;
1/1/2019;2019;Bragado;Total de víctimas de lesiones dolosas;173;;;;;;;;;
1/1/2019;2019;Bragado;Total de víctimas de otros delitos contra la integridad sexual;-;;;;;;;;;
1/1/2019;2019;Bragado;Total de víctimas de violaciones;3;;;;;;;;;
1/1/2020;2020;Bragado;Total de víctimas de homicidios dolosos;-;;;;;;;;;
1/1/2020;2020;Bragado;Total de víctimas de lesiones dolosas;151;;;;;;;;;
1/1/2020;2020;Bragado;Total de víctimas de otros delitos contra la integridad sexual;18;;;;;;;;;
1/1/2020;2020;Bragado;Total de víctimas de violaciones;5;;;;;;;;;
1/1/2021;2021;Bragado;Total de víctimas de homicidios dolosos;-;;;;;;;;;
1/1/2021;2021;Bragado;Total de víctimas de lesiones dolosas;181;;;;;;;;;
1/1/2021;2021;Bragado;Total de víctimas de otros delitos contra la integridad sexual;27;;;;;;;;;
1/1/2021;2021;Bragado;Total de víctimas de violaciones;6;;;;;;;;;
1/1/2014;2014;Brandsen;Total de víctimas de homicidios dolosos;1;;;;;;;;;
1/1/2014;2014;Brandsen;Total de víctimas de lesiones dolosas;164;;;;;;;;;
1/1/2014;2014;Brandsen;Total de víctimas de otros delitos contra la integridad sexual;-;;;;;;;;;
1/1/2014;2014;Brandsen;Total de víctimas de violaciones;-;;;;;;;;;
1/1/2015;2015;Brandsen;Total de víctimas de homicidios dolosos;1;;;;;;;;;
1/1/2015;2015;Brandsen;Total de víctimas de lesiones dolosas;93;;;;;;;;;
