nombre_est,barrio
Jardín de Infantes Nucleado D (EPCjs 24/17°) Victoria Ocampo,MONTE CASTRO
Colegio N° 19 Luis Pasteur,VILLA DEVOTO
Esc. de Comercio N° 11 Dr. José Peralta,VILLA DEVOTO
Esc. Técnica N° 16 España,VILLA DEVOTO
Esc. Técnica N° 24 Defensa de Buenos Aires,VILLA DEL PARQUE
Centro Educativo de Nivel Secundario N° 65,VILLA DEVOTO
Esc. de Educacion Media N° 03/17° Antonio Devoto,VILLA DEVOTO
Centro de Actividades Infantiles y Juveniles Club Devoto,VILLA DEVOTO
Ciclo Básico de Formación Ocupacional N° 02 Salvador Maza,VILLA REAL
Esc. de Educacion Media N° 02/17° Rumania,VILLA REAL
Primera Infancia Espacio EEM N°2/17°,VILLA REAL
Inst. de Enseñanza Superior en Lenguas Vivas Juan B. Justo (sede),VILLA DEL PARQUE
Esc. de Comercio N° 30 Dr. Esteban Agustín Gascón,VILLA LURO
"Esc. para Niños, Niñas, Jóvenes y Adultos con Discapacidad Mental y Formación Integral N° 02 Domingo F Sarmiento",VILLA DEL PARQUE
"Esc. para Niños, Niñas, Jóvenes y Adultos con Discapacidad Mental y Formación Integral N° 03 N Mir de Tobar García",VILLA DEVOTO
Centro de Formación Profesional N° 25 (anexo 6) - Cárcel de Devoto,VILLA DEVOTO
Programa Contextos de Encierro UCDevoto,VILLA DEVOTO
Inst. Evangélico Americano,VILLA DEL PARQUE
Centro Integral de Natación,VILLA DEVOTO
Jardín de Infantes Nucleado E (EPCjs 01/18°) (sede),MONTE CASTRO
Centro Educativo Complementario de Natación N° 18,MONTE CASTRO
Esc. de Educ. Esp. Hospital Rehabilitación Manuel Roca,MONTE CASTRO
Jardín de Infantes Común N° 01/18° República Argentina,MONTE CASTRO
Esc. Primaria Común N° 02 Alejandro Aguado,MONTE CASTRO
Esc. Primaria p/Adultos N° 03 Monte Castro,MONTE CASTRO
Jardín de Infantes Nucleado A (EPCjs 03/18°) [Sede] La Calesita de Don José,MONTE CASTRO
Esc. Primaria Común N° 03 Monte Castro,MONTE CASTRO
Esc. Primaria Común N° 04 Casimiro Aureliano Maciel,VELEZ SARSFIELD
Jardín de Infantes Nucleado A (EPCjs 04/18°) La Calesita de Don José,VELEZ SARSFIELD
Esc. Primaria p/Adultos N° 07 República Arabe de Egipto,VILLA LURO
Esc. Primaria Común N° 07 República Arabe de Egipto,VILLA LURO
Jardín de Infantes Nucleado D (EPCjs 07/18°),VILLA LURO
Esc. Primaria Común N° 08 Base Aérea Vicecomodoro Marambio,VILLA LURO
Jardín de Infantes Nucleado D (EPCjc 08/18°) [Sede],VILLA LURO
Instituto de Formación Técnica Superior N° 16 sede,MONTE CASTRO
Esc. Primaria Común N° 09 Provincia de Misiones,MONTE CASTRO
Esc. Primaria Común N° 10 Ada Maria Elflein,VELEZ SARSFIELD
Jardín de Infantes Nucleado D (EPCjc 10/18°),VELEZ SARSFIELD
Esc. Primaria p/Adultos N° 11 República del Perú,FLORESTA
Esc. Primaria Común N° 01 Martín Fierro,MONTE CASTRO
Esc. Primaria Común N° 11 República del Peru,FLORESTA
Jardín de Infantes Nucleado C (EPCjc 11/18°),FLORESTA
Esc. de Música N° 02,FLORESTA
Esc. Primaria Común N° 13 Cnel. Jose Antonio Melián,FLORESTA
Jardín de Infantes Nucleado C (EPCjc 13/18°),FLORESTA
Jardín de Infantes Nucleado B (EPCjs 14/18°) [Sede],VERSALLES
Esc. Primaria Común N° 14 Guillermo Enrique Hudson,VERSALLES
Esc. Primaria Común N° 15 Manuel Peña,VELEZ SARSFIELD
Jardín de Infantes Nucleado C (EPCjc 15/18°) [Sede],VELEZ SARSFIELD
Jardín de Infantes Nucleado B (EPCjc 22/18°),LINIERS
Primera Infancia Colegio 2,RETIRO
Centro Educativo Complementario de Idiomas Extranjeros N° 18,VERSALLES
Jardín de Infantes Común N° 02/18° El Trencito de Versalles,VERSALLES
Esc. Primaria Común N° 25 Estados Unidos de América,VERSALLES
Esc. Primaria Común N° 16 John F. Kennedy,VERSALLES
Centro de Actividades Infantiles y Juveniles Club Liniers,VERSALLES
Esc. Primaria Común N° 17 Tte. Gral. Luis María Campos,MONTE CASTRO
Jardín de Infantes Nucleado A (EPCjs 17/18°) La Calesita de Don José,MONTE CASTRO
Esc. Primaria Común N° 18 Gendarmería Nacional,MONTE CASTRO
Jardín de Infantes Nucleado E (EPCjs 18/18°),MONTE CASTRO
Esc. Primaria Común N° 20 Mariano Sánchez de Loria,LINIERS
Jardín de Infantes Nucleado B (EPCjs 20/18°),LINIERS
Esc. Primaria p/Adultos N° 22 Provincia de Santa Cruz,LINIERS
Esc. Primaria Común N° 22 Provincia de Santa Cruz,LINIERS
CENOF Centro Gualeguaychú,FLORESTA
Jardín de Infantes Común N° 03/18° El Jardín de la Floresta,FLORESTA
Esc. Primaria Común N° 23 República de Portugal,FLORESTA
Esc. Primaria Común N° 24 Maipú,VERSALLES
Jardín de Infantes Nucleado B (EPCjs 24/18°),VERSALLES
"Esc. para Niños, Niñas, Jóvenes y Adultos con Discapacidad Mental y Formación Integral N° 06 Clelia A C Sessa",VELEZ SARSFIELD
Escuela Infantil N° 05/18°,MONTE CASTRO
Colegio N° 13 Cnel. Tomás Espora,LINIERS
Esc. de Educación Media N° 01/18° E Reingreso,LINIERS
Esc. de Comercio N° 33 Maipú,MONTE CASTRO
Esc. Primaria Común N° 09 Dr. Jose Benjamin Zubiaur,VILLA SOLDATI
Esc. Técnica N° 27 Hipólito Yrigoyen,MONTE CASTRO
Esc. Técnica N° 35 Ing. Eduardo Latzina,MONTE CASTRO
Esc. Superior de Educación Artística en Arte Cerámico N¬ 2 Fernando Arranz,VELEZ SARSFIELD
Buenos Aires Montessori,COLEGIALES
Instituto de Formación Técnica Superior N° 05,SAN NICOLAS
Esc. Superior de Educación Artística en Danza N° 02 Jorge Donn,VELEZ SARSFIELD
Esc. Infantil Especial N° 27 Dra. Lidia F. de Coriat - Gabinete Materno Infantil DE18,MONTE CASTRO
"Esc. Bilingüe para Niños, Niñas, Jóvenes y Adultos con Discapacidad Auditiva y Formación Integral N° 29 O Magnasco",MONTE CASTRO
Consultorio Espiritual,RECOLETA
Primera Infancia Magnasco,MONTE CASTRO
Esc. Integral Interdisciplinaria N° 18,FLORESTA
Centro Educativo de Nivel Secundario N° 73,MONTE CASTRO
Centro Educativo de Nivel Secundario N° 88,MONTE CASTRO
CENOF Centro San Cayetano,LINIERS
Jardín de Infantes Integral N¬ 13/09°,SAN NICOLAS
"Centro de Alfabetización, Educación Básica y Trabajo N° 78 P San Cayetano",LINIERS
"Centro de Alfabetización, Educación Básica y Trabajo N° 52",LINIERS
Inst. de Educación Superior ITEMED,RECOLETA
"Centro de Alfabetización, Educación Básica y Trabajo N° 72",LINIERS
Escuela Infantil N° 05/19° San Lorenzo de Almagro,VILLA SOLDATI
Colegio N° 18 Dr. Alberto Larroque,FLORESTA
Centro de Formación Profesional N° 04 Hosp. de Rehabilitación M. Rocca,MONTE CASTRO
Centro de Formación Profesional N° 25 (anexo 5) - Instituto Roca,MONTE CASTRO
Programa Contextos de Encierro Instituto Roca,MONTE CASTRO
Esc. de Música N° 12,NUEVA POMPEYA
Jardín de Infantes Nucleado B (EPCjs 01/19°) Homero Manzi,NUEVA POMPEYA
Esc. Primaria Común N° 02 Dr. Genaro Sisto,NUEVA POMPEYA
Jardín de Infantes Nucleado A (EPCjs 02/19°),NUEVA POMPEYA
Centro Educativo de Nivel Secundario N° 84,NUEVA POMPEYA
Esc. Primaria Común N° 03 Prof. Carlos Justo Florit,NUEVA POMPEYA
Esc. de Comercio N° 02 Dr. Antonio Bermejo,BALVANERA
Esc. Primaria Común N° 04 Ricardo Güiraldes,FLORES
Centro Educativo Complementario de Educación Plástica N° 19,NUEVA POMPEYA
Esc. Primaria Común N° 05 Provincia de Corrientes,NUEVA POMPEYA
Esc. Primaria Común N° 06 Dr. Adolfo Saldías,NUEVA POMPEYA
Centro Educativo Complementario de Idiomas Extranjeros N° 19,NUEVA POMPEYA
Esc. Primaria Común N° 07 Aeronáutica Argentina,NUEVA POMPEYA
Esc. Primaria Común N° 08 Luis Federico Leloir,VILLA SOLDATI
Jardín de Infantes Nucleado A (EPCjc 08/19°),VILLA SOLDATI
Primera Infancia Luz de Luna,LINIERS
Centro Educativo de Nivel Secundario N° 77,VILLA SOLDATI
Centro de Actividades Infantiles y Juveniles Club Centro,BALVANERA
Jardín de Infantes Nucleado A (EPCjs 09/19°) [Sede],VILLA SOLDATI
Primera Infancia Bichito de Luz,VILLA SOLDATI
Esc. Primaria Común N° 10 Juan Andres de la Peña,NUEVA POMPEYA
Inst. de Enseñanza Superior en Lenguas Vivas Juan Ramón Fernández (anexo),NUEVA POMPEYA
Jardín de Infantes Nucleado B (EPCjc 10/19°),NUEVA POMPEYA
Esc. Primaria Común N° 11 Ignacio Fermín Rodríguez,NUEVA POMPEYA
Esc. Primaria p/Adultos N° 12 José Enrique Rodó,FLORES
Jardín de Infantes Integral N° 01/19° Manuel Belgrano,FLORES
Jardín de Infantes Integral N° 14/19°,FLORES
Esc. Primaria Común N° 01 María Silventi de Amato,NUEVA POMPEYA
Esc. Primaria Común N° 12 José Enrique Rodó,FLORES
Jardín de Infantes Común N° 02/19°,NUEVA POMPEYA
Esc. Primaria Común N° 14 Capitana María Remedios del Valle,VILLA SOLDATI
Jardín de Infantes Nucleado A (EPCjc 14/19°),VILLA SOLDATI
Esc. de Música N° 04,VILLA SOLDATI
Esc. Primaria Común N° 15 Evaristo Carriego,VILLA SOLDATI
Jardín de Infantes Común N° 08/19°,VILLA SOLDATI
Esc. Primaria Común N° 16 William C. Morris,VILLA SOLDATI
Inst. Sup. de Enfermería Artémides Zatti,RECOLETA
CENOF Centro Corrales,VILLA SOLDATI
Alfonsina,VILLA SANTA RITA
Fundación Nueva Generación del Deporte,BOEDO
Esc. Primaria p/Adultos N° 18 San Juan Bautista de La Salle,VILLA SOLDATI
Jardín de Infantes Común N° 03/19°,VILLA SOLDATI
Jardín de Infantes Integral N° 07/19°,VILLA SOLDATI
Esc. Primaria Común N° 17 Gaspar Lucilo Benavento,VILLA SOLDATI
Esc. Primaria Común N° 18 San Juan Bautista de La Salle,VILLA SOLDATI
Centro de Actividades Infantiles y Juveniles Club de Jóvenes Soldati,VILLA SOLDATI
Esc. Primaria Común N° 03 Manuel Sola,ALMAGRO
Inst. Católico de Estudios Sociales,RECOLETA
CENOF Centro Nido Soldati,VILLA SOLDATI
Esc. Primaria p/Adultos N° 19 Jose Martí,VILLA SOLDATI
Esc. Primaria Común N° 19 Jose Martí,VILLA SOLDATI
Esc. Técnica N° 12 Libertador Gral. José de San Martín,RETIRO
Esc. de Educacion Media N° 02/19° Arturo Jauretche,VILLA SOLDATI
Esc. de Educación Media N° 05/19° E.Reingreso,VILLA SOLDATI
Esc. Primaria Común N° 20 Maestro Carlos Alberto Carranza,VILLA SOLDATI
Inst. Oficial de Formación Ejecutiva,RECOLETA
Jardín de Infantes Integral N° 10/19° (anexo),VILLA SOLDATI
Primera Infancia Servicio Social Agustiniano,VILLA SOLDATI
"Centro de Alfabetización, Educación Básica y Trabajo N° 16",VILLA SOLDATI
Centro de Actividades Infantiles y Juveniles Club de Jóvenes Arturo Jauretche,VILLA SOLDATI
"Centro de Alfabetización, Educación Básica y Trabajo N° 06",VILLA SOLDATI
Centro Educativo de Nivel Secundario N° 71,VILLA SOLDATI
Esc. Primaria Común N° 21 Guillermo José Barros,VILLA SOLDATI
Centro de Actividades Infantiles y Juveniles Club De Jóvenes Fátima,VILLA SOLDATI
Esc. de Música N° 10,RECOLETA
Jardín de Infantes Nucleado B (EPCjs 11/19°) [Sede] Homero Manzi,NUEVA POMPEYA
Esc. Primaria Común N° 22 Juana Azurduy,NUEVA POMPEYA
Escuela Infantil N° 04/19° Dr. Ramón Carrillo,VILLA SOLDATI
Esc. Técnica N° 33 Fundición Maestranza del Plumerillo,NUEVA POMPEYA
Centro de Actividades Infantiles y Juveniles Club Pompeya,NUEVA POMPEYA
Esc. de Educacion Media N° 03/19°,FLORES
Escuela Infantil N° 06/19°,FLORES
Centro de Actividades Infantiles y Juveniles Club Bajo Flores,FLORES
Centro de Actividades Infantiles y Juveniles Club de Chicos Bajo Flores,FLORES
Primera Infancia Cullen,FLORES
Esc. para Niños y Niñas con Discapacidad Mental N° 05 Dr. Angel Ardaiz,NUEVA POMPEYA
"Esc. para Niños, Niñas y Jóvenes con Discapacidad Mental y de Formación Integral N° 07 Juan XXIII",VILLA SOLDATI
Primera Infancia Nochecitas,VILLA SOLDATI
Escuela Infantil N° 09/19°,VILLA SOLDATI
Centro de Actividades Infantiles y Juveniles Bajo  Flores,VILLA SOLDATI
Centro Educativo Cursos Especiales - Arturo Jauretche - Comedor Niños Felices,FLORES
"Centro de Alfabetización, Educación Básica y Trabajo N° 53 Comedor Niños Felices",FLORES
"Centro de Alfabetización, Educación Básica y Trabajo N° 84 Comedor Niños Felices",FLORES
"Centro de Alfabetización, Educación Básica y Trabajo N° 15 La Hormiguita Viajera",FLORES
Esc. Primaria Común N° 02 Juan Larrea,RECOLETA
CENOF Centro Montiel,LINIERS
Escuela Infantil N° 11/04°,BOCA
"Centro de Alfabetización, Educación Básica y Trabajo N° 27 La Hormiguita viajera",FLORES
"Centro de Alfabetización, Educación Básica y Trabajo N° 23 La Hormiguita Viajera",FLORES
CENOF Centro Carrillo,VILLA SOLDATI
Primera Infancia Centro Comunitario Ramón Carrillo,VILLA SOLDATI
Centro de Actividades Infantiles y Juveniles Club Carrillo,VILLA SOLDATI
Esc. Primaria Común N° 01 De la Independencia Argentina,LINIERS
El Jardín de Federico,PALERMO
"Centro de Alfabetización, Educación Básica y Trabajo N° 43 C R Carrillo",VILLA SOLDATI
Escuela Infantil Chiquilines,VILLA URQUIZA
"Centro de Alfabetización, Educación Básica y Trabajo N° 62 C R Carrillo",VILLA SOLDATI
Centro de Formación Profesional N° 25 (anexo 9) - Casa Fátima,VILLA SOLDATI
Centro Educativo de Nivel Primario N° 20 - Los Galancitos,PARQUE CHACABUCO
Centro de Formación Profesional N° 16 (anexo) - SGBATOS,FLORES
Esc. de Educacion Media N° 04/19° Homero Manzi,NUEVA POMPEYA
Primera Infancia Pompeyitos,NUEVA POMPEYA
Esc. de Educación Media N° 06/19,VILLA SOLDATI
Esc. Primaria Común N° 23 René Favaloro,VILLA SOLDATI
"Centro de Alfabetización, Educación Básica y Trabajo N° 54 Elefante Trompita",VILLA SOLDATI
"Centro de Alfabetización, Educación Básica y Trabajo N° 41 Elefante Trompita",VILLA SOLDATI
Primera Infancia Niños Felices,FLORES
Centro de Formación Profesional N° 24 (anexo),FLORES
Esc. Primaria Común N° 02 Dr. Francisco Melitón Alvarez,LINIERS
Esc. Primaria Común N° 03 República Francesa,LINIERS
Centro de Formación Profesional N° 26 (anexo),LINIERS
Esc. de Música N° 14,LINIERS
Esc. Primaria Común N° 04 Gral. Félix de Olazabal,LINIERS
Jardín de Infantes Nucleado B (EPCjc 04/20°),LINIERS
Inst. Privado ELLAB - Taller de Idiomas,BALVANERA
Centro Educativo de Nivel Secundario N° 02,MATADEROS
Esc. Primaria p/Adultos N° 06 Prof. Felipe Boero,MATADEROS
Esc. Primaria Común N° 06 Prof. Felipe Boero,MATADEROS
Esc. Primaria Común N° 07 Aristóbulo del Valle,MATADEROS
Jardín de Infantes Nucleado C (EPCjs 07/20°),MATADEROS
Esc. Primaria Común N° 08 Dr. Dalmacio Velez Sarsfield,LINIERS
Jardín de Infantes Nucleado B (EPCjc 08/20°) [Sede],LINIERS
Jardín de Infantes Nucleado B (EPCjs 09/20°),LINIERS
Esc. Primaria p/Adultos N° 10 Alfonsina Storni,LINIERS
Esc. Primaria Común N° 10 Alfonsina Storni,LINIERS
Jardín de Infantes Nucleado C (EPCjs 10/20°),LINIERS
Esc. Primaria Común N° 11 Emilio Von Behring,MATADEROS
Centro Educativo de Nivel Secundario N° 25,VILLA LURO
Esc. Primaria Común N° 12 Prof. Ramón J. Gené,VILLA LURO
Jardín de Infantes Nucleado B (EPCjs 12/20°),VILLA LURO
Esc. Primaria Común N° 13 República de Filipinas,MATADEROS
Jardín de Infantes Nucleado C (EPCjs 13/20°),MATADEROS
Esc. Primaria Común N° 14 Islas Malvinas,MATADEROS
Esc. Primaria Común N° 15 República Islámica de Pakistán,LINIERS
Jardín de Infantes Nucleado B (EPCjc 15/20°),LINIERS
Esc. Primaria Común N° 16 Dr. Martiniano Leguizamón,MATADEROS
Jardín de Infantes Nucleado C (EPCjc 16/20°) [Sede],MATADEROS
Esc. Primaria p/Adultos N° 17 Carlos Morel,LINIERS
Esc. Primaria Común N° 17 Carlos Morel,LINIERS
Esc. Primaria Común N° 18 República de Corea,LINIERS
Jardín de Infantes Nucleado B (EPCjc 18/20°),LINIERS
Esc. Primaria Común N° 19 Roma,MATADEROS
Jardín de Infantes Integral N° 14/20°,MATADEROS
Centro de Actividades Infantiles y Juveniles Club de Chicos Mataderos,MATADEROS
Centro Educativo Complementario de Idiomas Extranjeros N° 20,MATADEROS
Esc. Primaria Común N° 20 Juan Ramón Jimenez,MATADEROS
Jardín de Infantes Nucleado C (EPCjc 20/20°),MATADEROS
Esc. Integral Interdisciplinaria N° 20 Dra. Alicia Moreau de Justo,VILLA LUGANO
Jardín de Infantes Nucleado A (EPCjc 11/01),RETIRO
Esc. Primaria p/Adultos N° 21 Soldado de Malvinas,VILLA LUGANO
Jardín de Infantes Común N° 10/20°,VILLA LUGANO
Esc. Primaria Común N° 21 Soldado de Malvinas,VILLA LUGANO
Esc. Primaria Común N° 22 Rufino Luro Cambaceres,VILLA LUGANO
Jardín de Infantes Integral N° 01/20°,VILLA LUGANO
Jardín de Infantes Común N° 02/20°,LINIERS
Jardín de Infantes Integral N° 04/20°,VILLA LUGANO
Centro Educativo Cursos Especiales - Centro Popular Mataderos,VILLA LUGANO
Centro de Formación Profesional N° 04 (sede),MATADEROS
Jardín de Infantes Integral N° 03/20°,VILLA LUGANO
Centro de Actividades Infantiles y Juveniles Mataderos,VILLA LUGANO
Escuela Infantil N° 06/20° Juan Francisco Salaberry,MATADEROS
Esc. de Educacion Media N° 02/20°,VILLA LUGANO
Instituto de Formación Técnica Superior N° 02,VILLA LUGANO
Centro de Actividades Infantiles y Juveniles Club Mataderos,VILLA LUGANO
Jardín de Infantes Integral N° 07/20°,MATADEROS
Centro de Formación Profesional N° 04 (anexo),MATADEROS
Inst. Bayard,PALERMO
Centro de Formación Profesional N° 10 Raúl Scalabrini Ortiz (anexo) - SEC,LINIERS
Centro de Formación Profesional N° 11 (anexo) - SAME,MATADEROS
Centro Educativo de Nivel Primario N° 55 - CeSAC N° 05,VILLA LUGANO
"Centro de Alfabetización, Educación Básica y Trabajo N° 03",VILLA LUGANO
CENOF Centro Conviven Mataderos,VILLA LUGANO
Primera Infancia Centro Comunitario Conviven,VILLA LUGANO
"Centro de Alfabetización, Educación Básica y Trabajo N° 48 Conviven",VILLA LUGANO
Centro Educativo de Nivel Secundario N° 64,LINIERS
Centro Educativo de Nivel Secundario N° 05 (anexo 1),LINIERS
"Centro de Alfabetización, Educación Básica y Trabajo N° 45 SEC",LINIERS
CENOF Centro Manantiales,VILLA LUGANO
"Centro de Alfabetización, Educación Básica y Trabajo N° 76 María Madre de la Esperanza",VILLA LUGANO
Centro Educativo de Nivel Primario N° 40,VILLA LUGANO
Centro Educativo de Nivel Primario N° 45,VILLA LUGANO
Centro Educativo de Nivel Primario N° 05 - Arturo Ameghino,VILLA LUGANO
Esc. Técnica N° 19 Alejandro Volta,SAN NICOLAS
Centro Educativo de Nivel Primario N° 62,VILLA LUGANO
Centro Educativo de Nivel Secundario N° 67,VILLA LUGANO
Esc. Primaria Común N° 01 Concejal Alberto Salvatori,VILLA LUGANO
Jardín de Infantes Integral N° 12/21°,VILLA LUGANO
Primera Infancia Cafayate,VILLA LUGANO
Esc. Primaria p/Adultos N° 03 Cristóbal Colón,VILLA LUGANO
Esc. Primaria Común N° 03 Cristóbal Colón,VILLA LUGANO
Jardín de Infantes Nucleado A (EPCjs 03/21°),VILLA LUGANO
Esc. de Educacion Media N° 04/21°,VILLA LUGANO
Jardín de Infantes Nucleado A (EPCjs 04/21°) (Sede),VILLA LUGANO
Esc. Primaria Común N° 04 Provincia de Tucumán,VILLA LUGANO
Centro de Actividades Infantiles y Juveniles Club Lugano,VILLA LUGANO
Primera Infancia Riestra,VILLA LUGANO
Centro Educativo Complementario de Idiomas Extranjeros N° 21,VILLA LUGANO
Esc. Primaria p/Adultos N° 05 Armada Argentina,VILLA LUGANO
Esc. Primaria Común N° 05 Armada Argentina,VILLA LUGANO
Jardín de Infantes Integral N° 06/21°,VILLA LUGANO
Esc. Primaria Común N° 06 República de la India,VILLA LUGANO
Jardín de Infantes Integral N° 02/21°,VILLA LUGANO
Centro Educativo Complementario de Idiomas Extranjeros N° 25,VILLA LUGANO
Esc. Primaria p/Adultos N° 08 Judith y Demetrio Demarchi,VILLA LUGANO
Esc. Primaria Común N° 05 Nicolás Rodríguez Peña,SAN NICOLAS
Jardín de Infantes Común N° 04/21° José Libertella,VILLA LUGANO
Esc. Primaria Común N° 08 Judith y Demetrio Demarchi,VILLA LUGANO
Jardín de Infantes Común N° 03/21° Amalia Figueredo,VILLA LUGANO
Esc. Primaria Común N° 09 Hector Panizza,VILLA LUGANO
Jardín de Infantes Común N° 07/21°,VILLA LUGANO
Esc. Primaria Común N° 10 Italo Americo Foradori,VILLA LUGANO
Esc. Primaria p/Adultos N° 13 Dr. Alfredo Lanari,VILLA RIACHUELO
Esc. Primaria Común N° 13 Dr. Alfredo Lanari,VILLA RIACHUELO
Jardín de Infantes Nucleado C (EPCjs 13/21°),VILLA RIACHUELO
Jardín de Infantes Nucleado C (EPCjs 14/21°) [Sede],VILLA LUGANO
CENOF Centro Cafayate,VILLA LUGANO
CENOF Centro Lambaré,ALMAGRO
Jardín de Infantes Integral N° 01/21°,VILLA LUGANO
Esc. Primaria Común N° 15 Dr. Carlos Alberto Veronelli,VILLA LUGANO
Esc. de Educacion Media N° 05/21° Juan Manuel Fangio,VILLA RIACHUELO
Esc. Primaria Común N° 16 Dr. Sofanor Novillo Corvalán,VILLA RIACHUELO
Primera Infancia Fangio,VILLA RIACHUELO
Esc. Integral Interdisciplinaria N° 21,VILLA LUGANO
Escuela Infantil N° 05/21° Hebe San Martín Duprat,VILLA LUGANO
Centro de Actividades Infantiles y Juveniles Lugano,VILLA LUGANO
Esc. de Comercio N° 12 Juan XXIII,VILLA LUGANO
Esc. Técnica N° 13 Ing. José Luis Delpini,VILLA LUGANO
Esc. Superior de Educación Artística en Artes Visuales Lola Mora,VILLA LUGANO
Centro de Actividades Infantiles y Juveniles Club Lola Mora,VILLA LUGANO
Esc. de Comercio N° 35 Leopoldo Marechal,VILLA LUGANO
Esc. de Educación Media N° 06/21° E.Reingreso,VILLA LUGANO
Esc. Primaria Común N° 02 Maestro Eduardo Luis Vicente,VILLA LUGANO
Primera Infancia Larrazabal,VILLA LUGANO
Centro Educativo de Nivel Secundario N° 14,VILLA LUGANO
Centro de Formación Profesional N° 04 (anexo),VILLA LUGANO
Centro Educativo de Nivel Primario N° 59 - Centro de Acción Familiar N° 27,VILLA RIACHUELO
Jardín de Infantes Nucleado C (EPCjs 03/02°),ALMAGRO
Centro Educativo de Nivel Primario N° 60 - FUNDAVIR,VILLA RIACHUELO
CENOF Centro INTA,VILLA LUGANO
Centro Comunitario San Cayetano,VILLA LUGANO
"Centro de Alfabetización, Educación Básica y Trabajo N° 80",VILLA LUGANO
CENOF Centro Cáritas Lugano,VILLA LUGANO
"Centro de Alfabetización, Educación Básica y Trabajo N° 83",VILLA LUGANO
"Centro de Alfabetización, Educación Básica y Trabajo N° 25 Los Patitos",VILLA LUGANO
Nueva Escuela de Psicología  Social (NPES),BALVANERA
Esc. Primaria Común N° 14 Dr. Ricardo Levene,VILLA LUGANO
Escuela Infantil Dulces días,VILLA DEVOTO
Inst. Modelo Abraham Lincoln,BALVANERA
Centro de Formación Profesional N° 25 (sede),SAN TELMO
Jardín Maternal N° 09/06,ALMAGRO
Escuela Infantil N° 05/04,MONTSERRAT
El Jardín de la Cuadra,VILLA DEL PARQUE
El Jardín de la Cuadra,VILLA DEL PARQUE
Colegio San Agustín,RECOLETA
Colegio La Anunciata,RECOLETA
Inst. Incorporado Josefa Capdevilla de Gutiérrez,RETIRO
Inst. Inmaculada Concepción de María,RECOLETA
Instituto Cruz del Sur anexo,BARRACAS
Colegio del Salvador,BALVANERA
Inst. Nueva Escuela de Diseño y Decoración,SAN NICOLAS
Inst. C.E.P.E.C,BALVANERA
Inst. San Martín de Tours,PALERMO
Dulce Osito,AGRONOMIA
Inst. Sta. Teresa de Jesús,PALERMO
Inst. San Luis Gonzaga,BALVANERA
Inst. Ntra. Sra. del Pilar,RECOLETA
Inst. Corazón de Jesús,BALVANERA
Inst. Privado del Sindicato GBA de Obras Sanitarias,BALVANERA
Inst. San José,BALVANERA
Inst. Ntra. Sra. de la Misericordia,RECOLETA
Universitas Estudios Superiores,BALVANERA
Hogar Casa de Misericordia,RECOLETA
Inst. Integral Talpiot,BALVANERA
Escuela Parroquial Sta. Elisa,BARRACAS
Inst. Sup. Nueva Preparación Física,SAN NICOLAS
Inst. Sta. Rosa,SAN NICOLAS
"Inst. Superior Educativo de la Cámara de Com., Indus. y Prod. R.A.",SAN NICOLAS
Florence Nightingale,PALERMO
Escuela Superior de Seguridad e Higiene Industrial,BALVANERA
Inst. Comunidad Filii Dei,RETIRO
Inst. Parroquial de la Merced,SAN NICOLAS
TECLAB Inst. Técnico Superior,RECOLETA
Instituto Superior de Formación Académica,BALVANERA
Inst. Colegio de Ntra. Señora,SAN NICOLAS
CONSUDEC,SAN NICOLAS
Inst. Paula Montal,BALVANERA
Colegio Las Cumbres,RECOLETA
Inst. Bayard,PALERMO
Cultural Inglesa de Buenos Aires,SAN NICOLAS
Inst. San Pablo,RECOLETA
Inst. María Bianchi de Copello,RECOLETA
Inst. Privado Mallinckrodt,RETIRO
Jardín de Infantes El Centavo,RETIRO
Inst. Padre Luis M. Etcheverry Boneo,RECOLETA
Escuela Primaria Septiembre,RECOLETA
Inst. San Miguel,RECOLETA
Inst. Tea y Deportea,BALVANERA
Inst. Incorporado A.B.M.,RETIRO
Inst. Champagnat,RECOLETA
Inst. Superior Marista,RECOLETA
Inst. Argentino de Enseñanza Secundaria,SAN NICOLAS
Inst. Argentino de Enseñanza Superior (IADES),SAN NICOLAS
Inst. Escuela Tea Imagen,BALVANERA
Inst. Art Tea,BALVANERA
Inst. Privado Radio Tea,BALVANERA
Colegio San Martín de Tours,PALERMO
Inst. Constanza Ramos Mejía de Bunge,RETIRO
Fundación Altos Est. de Ciencias Comerciales,RETIRO
Centro de Formación Profesional N° 19 (a),BARRACAS
Inst. Privado del Inmaculado Corazón de María Adoratrices,RECOLETA
Inst. del Carmen,RECOLETA
Vatel Escuela Internacional en Administración Hotelera y Turística,RECOLETA
Catalinas,RETIRO
Inst. San Marón,RETIRO
Escuela Parroquial La Piedad,SAN NICOLAS
Centro Educativo de Nivel Secundario N° 90,RETIRO
Jardín de Infantes Nucleado C (EPCjs 06/17°) Lola Mora,VILLA DEVOTO
Colegio Superior de Arte del Teatro y la Comunicación,SAN NICOLAS
Inst. Terciario Privado De la Rivera,RECOLETA
Inst. de Estudios Superiores de Buenos Aires,RECOLETA
Instituto de Formación Técnica Superior N° 25,RECOLETA
ESEA en Danza Ramicone Curso Vocacional de Folklore N° 16,CONSTITUCION
Escuela Arco Iris,RECOLETA
Inst. Oral Modelo,BALVANERA
Inst. Leonardo Da Vinci,BALVANERA
