nombre_est,barrio
Escuela de Música de Bs. As. Sede Artística,BELGRANO
Escuela Infantil La Puertita,BALVANERA
Escuela Infantil Descubriendo,PUERTO MADERO
Centro de Formación Profesional - ADEF,VILLA CRESPO
Verde Limón,SAN NICOLAS
Bachillerato Popular de Jóvenes y Adultos La Dignidad Villa Crespo,VILLA CRESPO
Escuela Infantil N° 08/15° (s),VILLA URQUIZA
Primeras Huellas,RECOLETA
Inst. Superior Emerson,SAN NICOLAS
Centro de Formación Profesional N° 10 Raúl Scalabrini Ortiz (anexo) - SEC,CHACARITA
Centro Educativo de Nivel Primario N° 29 - CESAC 38,ALMAGRO
Centro Educativo de Nivel Primario N° 65,VILLA PUEYRREDON
Centro Educativo de Nivel Primario N° 63 - El Faro,VILLA DEL PARQUE
Centro Educativo Cursos Especiales - Asociación Formoseña Dr. Maradona,CHACARITA
CENOF Centro SIPAM Barracas,BARRACAS
Centro de Formación Profesional N° 37,PARQUE PATRICIOS
Jardín de Infantes Común N° 04/05° anexo,NUEVA POMPEYA
ESEA en Danza Ramicone Curso Vocacional de Folklore N° 17,BALVANERA
"Centro de Alfabetización, Educación Básica y Trabajo N° 29",RETIRO
Instituto UMAN,PALERMO
Instituto de Formación Técnica Superior N° 08,SAN NICOLAS
Centro de Formación Profesional N° 10 Raúl Scalabrini Ortiz (anexo) - SEC,SAN NICOLAS
Jardín de Infantes Común N° 01/02°,RECOLETA
Jardín de Infantes Nucleado D (EPCjs 22/02°),ALMAGRO
Centro Educativo de Nivel Secundario N° 01,BALVANERA
Esc. Primaria Común N° 23 Tomás Manuel de Anchorena,BALVANERA
ESEA en Danza Ramicone Curso Vocacional de Folklore N° 02,BALVANERA
Esc. Hospitalaria N° 01 Dr. Ricardo Gutierrez,RECOLETA
Centro Educativo de Nivel Secundario N° 54,CONSTITUCION
Centro Educativo de Nivel Secundario N° 59,SAN CRISTOBAL
Centro Educativo de Nivel Secundario N° 27,BALVANERA
JIC Nº 06 DE 12,VILLA GRAL. MITRE
Escuela Infantil N° 03/04°,BOCA
Esc. Primaria Común N° 01 Esteban de Luca,BALVANERA
Jardín de Infantes Nucleado B (EPCjc 15/07°) La Veleta de Caballito,CABALLITO
Esc. Primaria Común N° 24 Dr. Florian Oliver,PARQUE CHACABUCO
Centro de Actividades Infantiles y Juveniles Club Belgrano / Núñez,BELGRANO
ESEA en Danza Ramicone Curso Vocacional de Folklore N° 01,FLORESTA
Esc. Primaria Común N° 02 Florencio Varela,FLORES
Esc. Primaria Común N° 09 Homero Manzi,VILLA LUGANO
Jardín Maternal N° 01/14° Paula Albarracín,CHACARITA
Jardín de Infantes Integral N° 05/14°,PATERNAL
Centro Educativo de Nivel Secundario N° 78,VILLA URQUIZA
Jardín de Infantes Integral N° 02/15° Juan M. Coghlan,COGHLAN
Esc. Primaria Común N° 03 Grecia,AGRONOMIA
Esc. Primaria Común N° 13 Presbítero Alberti,NUEVA POMPEYA
Esc. Primaria Común N° 05 Vicente López y Planes,MATADEROS
Jardín Retoño,ALMAGRO
Escuela de la Nueva Expresión,ALMAGRO
La Torrecita,ALMAGRO
Inst. San Mateo,COLEGIALES
Inst. Manantiales,PALERMO
Esc. de Comercio N° 26 Enrique de Vedia,PALERMO
Inst. Arzruni,FLORES
Inst. Parroquial Sta. Clara,FLORES
Aula Nueva,VILLA PUEYRREDON
Jardín de los Manzanos,AGRONOMIA
Inst. Cuenta Cuentos,VILLA DEVOTO
Inst. San Antonio de Padua,NUEVA POMPEYA
Inst. San Felipe Neri,MATADEROS
Jardín de Infantes Integral N° 19/05°,PARQUE PATRICIOS
Escuela Infantil Pueblo Azul,CABALLITO
Jardín de Palermo,RECOLETA
Escuela Infantil Aymará,VILLA RIACHUELO
Escuela Infantil Los Marineritos,VILLA RIACHUELO
Inst. Superior de ASIMRA,SAN NICOLAS
Gotitas de Sol,PARQUE CHACABUCO
Escuela Infantil N° 08/04°,SAN TELMO
Centro Educativo Cursos Especiales - Sociedad Hebraica,BALVANERA
Inst. Terciario Tamaba,BALVANERA
Centro de Formación Profesional N° 12 Eva Perón - UTHGRA,BALVANERA
Esc. Primaria Común N° 06 Gral. Martín Rodríguez,BALVANERA
Esc. de Educación Media N° 01/02° E.Reingreso,ALMAGRO
Jardín de Infantes Nucleado D (EPCjs 20/02°) [Sede],ALMAGRO
Esc. Técnica N° 30 Dr. Norberto Piñero,ALMAGRO
Bachillerato Popular de Adultos y Adolescentes Escuela Libre de Constitución,BARRACAS
Centro de Formación Profesional N° 03 Presidente Juan Domingo Perón - UOCRA,SAN CRISTOBAL
Esc. Primaria Común N° 27 Manuel de Sarratea,BARRACAS
Jardín de Infantes Integral N° 04/10°,BELGRANO
Jardín de Infantes Nucleado D (EPCjs 23/10°),BELGRANO
Centro Educativo Cursos Especiales - Ex ESMA,NUÑEZ
Jardín de Infantes Nucleado D (EPCjs 09/12°),FLORESTA
Jardín de Infantes Nucleado D (EPCjc 01/13°) [Sede],VILLA LURO
Esc. Primaria Común N° 13 Provincia del Neuquén,PATERNAL
Esc. Primaria Común N° 18 Cabildo de Buenos Aires,CHACARITA
Esc. Primaria Común N° 04 De Catedral al Norte José Manuel Estrada,SAN NICOLAS
Servicio Abierto de Nivel Medio (SANM),PALERMO
Escuela Infantil N° 12/01°,RETIRO
El Jardín de la Plaza,PALERMO
Centro Casa Trans,SAN CRISTOBAL
Escuela Cristo Rey,VILLA URQUIZA
Escuela Nacional de Museología,MONTSERRAT
Escuela Infantil Ruiditos,VILLA DEL PARQUE
Inst. Privado San Martín de los Campos (anexo),BELGRANO
Centro de Psicologías Existenciales y Logoterapia CPEL,RECOLETA
"Centro de Alfabetización, Educación Básica y Trabajo N° 79 Asamblea Popular Plaza Dorrego",CONSTITUCION
Red Asistencial de Buenos Aires,RECOLETA
Centro de Formación Profesional N° 28 Ministro José María Freire (anexo) - SUTERH,PARQUE PATRICIOS
Jardín Maternal y de Infantes Los 3 Soles,PARQUE CHAS
Centro de Formación Profesional - Instituto Americano de Motores,ALMAGRO
CFP CENTRO DE FORMACION PROFESIONAL SECASFPI,CONSTITUCION
Centro de Formación Profesional - Esc de Oficios CADMIBA,BALVANERA
Centro de Formación Profesional - Escuela Argentina de Automotores,VILLA GRAL. MITRE
Inst. 9 de Julio,BALVANERA
Centro de Formación Profesional N° 19 (a),NUEVA POMPEYA
Centro de Formación Profesional N° 19 (a),VILLA RIACHUELO
Centro de Formación Profesional N° 19 (a),COLEGIALES
Centro de Formación Profesional N° 19 (a),AGRONOMIA
Centro de Formación Profesional N° 19 (a),BALVANERA
Centro de Formación Profesional N° 19 (a),VILLA LUGANO
Centro de Formación Profesional N° 19 (a),VELEZ SARSFIELD
Inst. Terapéutico Educativo de Integración Social,FLORES
Esc. para Jóvenes y Adultos con Discapacidad Visual y Formación Integral N° 34 Gral. San Martín,CABALLITO
Escuela Infantil Risas de la Tierra,PALERMO
Escuela Infantil N° 07/01° Palacio Pizzurno,RECOLETA
Centro Educativo para Niños en Tiempos y Espacios Singulares N° 03 sede,VILLA LURO
Jardín de Infantes Común N° 12/20°,VILLA LUGANO
Jardín Maternal N°15/19°,VILLA SOLDATI
Esc. Primaria Común N° 09 Familia de Cabezón,SAN NICOLAS
Jardín de Infantes Nucleado A (EPCjc 09/01°),SAN NICOLAS
Esc. Primaria p/Adultos N° 10 Presidente Manuel Quintana,BALVANERA
Esc. Primaria Común N° 10 Presidente Manuel Quintana,BALVANERA
"Centro de Alfabetización, Educación Básica y Trabajo N° 20 El galpón del playón",RETIRO
Jardín de Infantes Nucleado B (EPCjc 10/01°),BALVANERA
Esc. Primaria Común N° 28,PARQUE PATRICIOS
UGEE N° 19 Bachillerato Popular de Jóvenes y Adultos Voces de Latinoamérica,PUERTO MADERO
Escuela Infantil N° 08/20°,VILLA LUGANO
Inst. Sup. Tecnológico Empresarial Argentino,SAN NICOLAS
Centro de Formación Profesional N° 36 anexo1,PARQUE PATRICIOS
Instituto de Formación Técnica Superior N° 22 Dr. Pedro Riu,PARQUE PATRICIOS
Esc. Primaria Común N° 13 Prefectura Naval Argentina,VILLA REAL
"Centro de Alfabetización, Educación Básica y Trabajo N° 86 C Cultural B° Copello",VILLA LUGANO
Rayito de Sol II,PARQUE PATRICIOS
Centro Regional de Formación Profesional en Metereología Hugo Ordij,PALERMO
Centro de Formación Profesional N° 26 (anexo),BELGRANO
Centro de Formación Profesional N° 23,SAN CRISTOBAL
Inst. Privado Unión Docentes Argentinos,CABALLITO
Jardín de Infantes Integral N° 14/21°,VILLA LUGANO
ESEA en Danza Ramicone Curso Vocacional de Folklore N° 26,CABALLITO
Colegio de Cocineros Gato Dumas,RECOLETA
Escuela Superior de Comercio Carlos Pellegrini,RECOLETA
Esc. Primaria Común N° 21 Carlos Pellegrini,SAN CRISTOBAL
Esc. Primaria Común N° 11 República de Haiti,BARRACAS
Jardín de Infantes Nucleado C (EPCjc 09/11°) Herminia Brumana,FLORES
Ciclo Básico de Formación Ocupacional N° 01 Evita,PARQUE PATRICIOS
Centro de Formación Profesional - Unión de Maestros y Profesores,SAN CRISTOBAL
Jardín Rayito de Sol,MONTSERRAT
Centro de Formación Profesional N° 26 (anexo),VILLA DEVOTO
Esc. de Comercio N° 24 Dr. Dalmacio Velez Sarsfield,PATERNAL
Esc. Primaria Común N° 09 Dominguito,VILLA URQUIZA
Instituto de Formación Técnica Superior N° 01,SAN NICOLAS
Escuela Argentina de Sommeliers,RETIRO
Inst. KUEPA,PALERMO
Milenio III,BELGRANO
Jardín Maternal Colores Primarios,VILLA DEVOTO
"Centro de Alfabetización, Educación Básica y Trabajo N° 02",ALMAGRO
"Centro de Alfabetización, Educación Básica y Trabajo N° 12 Iglesia Universal",ALMAGRO
Jardín Materno Infantil Panda,VILLA RIACHUELO
Escuela Infantil Risas y Colores,VILLA PUEYRREDON
Escuela Técnica Universidad de Buenos Aires,VILLA LUGANO
Jardín de Infantes Integral N° 13/21°,VILLA RIACHUELO
Jardín de Infantes Integral N° 13/19°,VILLA SOLDATI
EAG Escuela de Arte Gastronómico,VILLA CRESPO
Nueva Luna,CABALLITO
Xogo Escuela Infantil,VILLA URQUIZA
Conservatorio Superior de Música Manuel de Falla - Anexo 5,SAN NICOLAS
Escuela Argentina de Actividades de Montaña,VILLA URQUIZA
Inst. Secundario para Adultos UPSRA,BOCA
Inst. Natan Gesang,RECOLETA
Inst. Beato Angélico,MONTSERRAT
Escuela Metropolitana de Altos Estudios,ALMAGRO
Inst. Sudamericano para la Enseñanza de la Comunicación,BALVANERA
Jardín de Infantes Integral N° 10/19° (sede),VILLA SOLDATI
Esc. de Educación Media N° 03/04°,BOCA
Esc. de Comercio N° 04 Baldomero Fernández Moreno,SAN TELMO
Esc. de Comercio N° 27 Antártida Argentina,SAN TELMO
Esc. Domiciliaria N° 02,BOEDO
"Centro de Alfabetización, Educación Básica y Trabajo N° 32 Madre del Pueblo",FLORES
"Centro de Alfabetización, Educación Básica y Trabajo N° 81 Capilla San Antonio",FLORES
"Centro de Alfabetización, Educación Básica y Trabajo N° 55",VILLA SOLDATI
"Centro de Alfabetización, Educación Básica y Trabajo N° 74",VILLA SOLDATI
Mundo Naranja,PALERMO
"Centro de Alfabetización, Educación Básica y Trabajo N° 82 Capilla San José Obrero",VILLA SOLDATI
"Centro de Alfabetización, Educación Básica y Trabajo N° 17",RETIRO
"Centro de Alfabetización, Educación Básica y Trabajo N° 01",RETIRO
UGEE N° 18 Bachillerato Popular de Jóvenes y Adultos Salvador Herrera - Puentes Solidadrios,VILLA LUGANO
Centro Educativo Cursos Especiales - Torito Pulenta,VILLA LUGANO
UGEE N° 21 Bachillerato Popular de Jóvenes y Adultos Graciela Acosta,PARQUE PATRICIOS
Centro de Formación Profesional N° 22 FOETRA,BALVANERA
Inst. Ntra. Sra. del Carmen sede,VILLA LUGANO
Inst. Profesorado de Educación Primaria Dora Acosta,RETIRO
Centro de Formación Profesional N° 28 (anexo 4),BALVANERA
"Centro de Alfabetización, Educación Básica y Trabajo N° 37 Club Cárdenas",MATADEROS
CFP DE LA ASOC. PERSONAL LEGISLATIVO,BALVANERA
Jardín Maternal del H. Senado de la Nación Jardín del Bosque,BALVANERA
Colegio del Sendero Infantina,PATERNAL
Colegio Argentino Baldomero Fernández Moreno,LINIERS
Centro Educativo de Nivel Primario N° 02,VILLA LUGANO
Centro Educativo de Nivel Primario N° 18,VILLA LUGANO
Centro Educativo de Nivel Primario N° 42,FLORES
Complejo Educativo Nuevo Sol,CABALLITO
Centro de Formación Profesional - STPCPHyA,ALMAGRO
Inst. Superior del Prof. de Educación Especial,VILLA URQUIZA
Esc. Primaria Común N° 24 Francisco Morazán,VILLA URQUIZA
Esc. Técnica N° 20,MATADEROS
Jardín de Infantes Integral N° 09/21°,VILLA LUGANO
Jardín de Infantes Integral N° 03/15°,SAAVEDRA
Jardín de Infantes Integral N° 16/05°,PARQUE PATRICIOS
Inst. Ntra. Sra. del Carmen anexo,VILLA LUGANO
Inst. Casa Montessori,NUÑEZ
Inst. Superior de Arte del Teatro Colón,SAN NICOLAS
Escuela Infantil N° 05/16°,VILLA PUEYRREDON
"Centro de Alfabetización, Educación Básica y Trabajo N° 40 Centro Cultural Compañero Nestor Kirchner",PATERNAL
Asociación Retorna Israel,BALVANERA
Centro de Formación Profesional - Digital House,BELGRANO
Inst. San Gregorio,VILLA CRESPO
Jardín de Infantes Integral N¬ 10/04°,BOCA
Inst. Superior Edusalud de Ciencias de la Salud,BELGRANO
Centro de Formación Profesional N° 14 Eduardo Vicente - UTE,BALVANERA
Instituto de Formación Técnica Superior N° 19,BALVANERA
UGEE N° 14 Bachillerato Popular de Jóvenes y Adultos Vientos del Pueblo,BALVANERA
Centro Educativo de Nivel Primario N° 06,BOCA
Centro Educativo de Nivel Primario N° 07,VILLA SOLDATI
Jardín de Infantes Nucleado A (EPCjc 13/14°),PATERNAL
Centro Educativo de Nivel Primario N° 26 - Sta. María Madre del Pueblo,VILLA SOLDATI
SHAILAND GARDEN,NUÑEZ
Centro Educativo de Nivel Primario N° 56,RETIRO
Centro Educativo de Nivel Primario N° 66,VILLA LUGANO
Escuela Infantil N° 11/19°,VILLA SOLDATI
Inst. Privado de Psicología Social del Sur,PALERMO
Jardín de Infantes Integral N° 09/20°,MATADEROS
Centro Educativo de Nivel Primario N° 08,SAN CRISTOBAL
Centro Educativo de Nivel Primario N° 24 - Hay otra Esperanza,NUEVA POMPEYA
Centro Educativo de Nivel Primario N° 54,PARQUE AVELLANEDA
Instituto de Formación Técnica Superior Escuela de Comunicación,BARRACAS
CENOF Centro Isauro Arancibia,SAN TELMO
Primera Infancia Jardín del Puente,SAN TELMO
Centro Educativo de Nivel Primario N° 01-10-11-12-16-17-25-51,SAN TELMO
Centro Nido Lugano (Villa 20),VILLA LUGANO
Primera Infancia Sacha,VILLA LUGANO
Centro de Formación Profesional - ASOFAR,MONTSERRAT
CENOF Centro Cultural Casa del Futuro Devoto,VILLA DEVOTO
ESEA en Danza Ramicone Curso Vocacional de Folklore N° 12,VILLA DEVOTO
Esc. Primaria Común N° 07,VILLA LUGANO
Jardín de Infantes Común N° 15/21°,VILLA LUGANO
CENOF Centro Nido 1-11-14,FLORES
Instituto de Formación Técnica Superior N° 04,MATADEROS
Centro de Formación Profesional N° 36 anexo2,MATADEROS
Centro de Formación Profesional N° 38,RECOLETA
Centro Educativo Cursos Especiales - Asociación  Italiana,BELGRANO
Instituto Cruz del Sur,BARRACAS
CENOF Centro Retiro Norte,RETIRO
Esc. Primaria Común N° 11,VILLA LUGANO
CENOF Centro Retiro CEDEL,RETIRO
Jardín de Infantes Integral N° 13/04°,PUERTO MADERO
Jardín de Infantes Integral N° 13/20°,MATADEROS
Centro Educativo Cursos Especiales - Polo María Elena Walsh,RETIRO
Jardín de Infantes Integral N° 15/05°,NUEVA POMPEYA
Superior Dante Alighieri,SAN NICOLAS
Esc. Superior de Educación Artística en Artes Visuales Rogelio Yrurtia,VELEZ SARSFIELD
Esc. Primaria Común N° 23,VELEZ SARSFIELD
Jardín de Infantes Integral N° 10/21°,VILLA LUGANO
Instituto de Ciencias Forenses I.C.F.,FLORES
Jardín Caramelitos,LINIERS
Centro de Formación Profesional - Esc Tecson SRL,CHACARITA
Escuela Infantil N° 04/17°,VILLA REAL
Jardín Maternal N° 06/02°,BALVANERA
Inst. Virgen Inmaculada,VILLA SOLDATI
Bachillerato Popular de Jóvenes y Adultos La Pulpería,BOCA
Esc. Integral Interdisciplinaria N° 17,VILLA REAL
Esc. Integral Interdisciplinaria N° 17,VILLA REAL
Jardín de Infantes Integral N° 05/17°,VILLA REAL
Jardín de Infantes Integral N° 17/21° Villa Olímpica,VILLA SOLDATI
Centro de Formación Profesional - Fundación Excelencia,MONTSERRAT
"Centro de Formación Profesional - APPYCE (Asociación de Propietarios de Pizzerias, Casas de Empanadas y Actividades Afines)",BALVANERA
CENOF Centro Fraga,CHACARITA
Centro de Formación Profesional - Cosiendo Redes,BARRACAS
Inst. Beth Rajel,VILLA GRAL. MITRE
Nuevos Molinos,VILLA ORTUZAR
CENOF Centro UTHGRA,CONSTITUCION
Inst. Stanford Binet,BARRACAS
Jardín de Infantes Integral N° 17/05°,BARRACAS
Sunny Days,PUERTO MADERO
Esc. Primaria Común N° 25 Bandera Argentina,RETIRO
Centro de Formación Profesional - Digital House,CONSTITUCION
Centro de Formación Profesional - exo Training Center,SAN NIICOLAS
Centro de Formación Profesional - AFPRA (Asociación de Fotógrafos Profesionales de la R.A.),CHACARITA
Centro de Formación Profesional - Mutual 27 de Agosto,BALVANERA
Escuela Infantil Virreyes,COLEGIALES
Jardín Maternal Sueños Bajitos,RETIRO
Centro de Formación Profesional N° 17 (anexo),FLORESTA
Centro de Formación Profesional - exo Training Center,BOEDO
CETIC (Centro de Estudios Técnicos para la Industria de la Confección),VILLA CRESPO
Centro de Formación Profesional N° 19 (a),VILLA LUGANO
